Customer_ID,Age,Gender,Region,Income,Total_Purchases,Avg_Order_Value,Total_Spend,Signup_Date,Churn,Row_Notes
CUST100816,54.0,Female,Central,76011.16,10,1155.25,8168.76,2023-07-30,Yes,auto-generated record
CUST100817,57.0,Female,Central,56052.9,18,1112.54,18006.78,2023-08-31,No,auto-generated record
CUST100818,47.0,Female,Central,,13,2017.98,25320.97,2024-04-11,No,auto-generated record
CUST100819,38.0,Other,West,38336.62,9,1501.0,12698.17,2024-01-26,Yes,auto-generated record
CUST100820,43.0,Female,East,52550.89,15,3375.76,43567.8,2024-03-22,Yes,auto-generated record
CUST100821,51.0,Male,Central,78587.48,10,1507.34,11728.56,2023-07-13,Yes,auto-generated record
CUST100822,26.0,Male,North,52624.12,15,2788.09,30903.49,2023-04-23,No,auto-generated record
CUST100823,48.0,Other,West,53523.08,10,1049.34,9237.58,2022-12-10,No,auto-generated record
CUST100824,28.0,Other,South,51312.01,14,1707.52,19340.72,2022-01-22,No,auto-generated record
CUST100825,41.0,Female,South,,11,1534.79,11938.76,2023-01-23,No,auto-generated record
CUST100826,47.0,Male,Central,83294.29,10,2319.49,16642.08,2022-05-29,No,auto-generated record
CUST100827,41.0,Male,South,30667.62,6,2365.47,10921.86,2022-07-14,No,auto-generated record
CUST100828,39.0,Female,Central,56332.73,11,1194.36,9652.94,2022-03-12,No,auto-generated record
CUST100829,53.0,Male,East,58479.81,8,2767.23,24096.87,2022-04-14,No,auto-generated record
CUST100830,33.0,Female,South,50603.31,13,2045.67,24019.96,2023-09-17,Yes,auto-generated record
CUST100831,34.0,Female,South,54712.07,9,920.18,7127.3,2024-02-12,Yes,auto-generated record
CUST100832,27.0,F,North,62188.26,12,2033.12,17200.67,2022-09-18,No,auto-generated record
CUST100833,40.0,Female,East,77668.23,12,1758.03,21859.77,2024-01-19,No,auto-generated record
CUST100834,47.0,Male,Central,28531.64,10,2280.21,17223.38,2023-03-24,No,auto-generated record
CUST100835,37.0,,South,34977.91,11,1994.94,17196.06,2022-11-19,Yes,auto-generated record
CUST100836,18.0,Male,East,52298.85,7,1271.69,8944.92,2023-04-14,No,auto-generated record
CUST100837,,Female,Central,32060.22,7,2518.77,17909.25,2024-05-17,No,auto-generated record
CUST100838,46.0,Male,South,66715.05,8,382.65,2816.89,2023-08-24,No,auto-generated record
CUST100839,28.0,Female,Central,38115.67,13,1280.54,17089.62,2023-10-01,No,auto-generated record
CUST100840,35.0,Female,Central,52873.76,10,1955.48,18399.52,2023-02-01,Yes,auto-generated record
CUST100841,39.0,Male,East,35819.44,10,1312.76,10494.72,2024-01-02,Yes,auto-generated record
CUST100842,29.0,Male,East,37240.85,6,1785.88,11014.42,2023-08-18,Yes,auto-generated record
CUST100843,41.0,Male,North,105389.73,16,1581.59,18045.43,2022-02-23,No,auto-generated record
CUST100844,39.0,Male,East,,5,1202.55,4918.08,2023-07-23,Yes,auto-generated record
CUST100845,25.0,Male,West,77749.47,11,2264.88,17932.55,2023-03-29,No,auto-generated record
CUST100846,18.0,Male,South,49267.66,13,1315.08,12170.45,2023-06-19,Yes,auto-generated record
CUST100847,27.0,Male,North,63997.34,7,907.31,5546.49,2022-08-08,No,auto-generated record
CUST100848,55.0,Other,North,46839.84,7,2620.54,17073.8,2023-12-12,No,auto-generated record
CUST100849,52.0,Female,North,68988.77,8,1354.73,8285.61,2023-12-27,Yes,auto-generated record
CUST100850,34.0,Male,South,45463.08,6,2502.5,13642.44,2022-03-05,Yes,auto-generated record
CUST100851,26.0,Female,West,15000.0,11,2021.59,21934.51,2023-09-19,Yes,auto-generated record
CUST100852,55.0,Other,East,15000.0,11,1639.24,17342.66,2024-02-15,No,auto-generated record
CUST100853,46.0,Female,East,56081.63,5,1939.97,9035.24,2023-06-19,Yes,auto-generated record
CUST100854,53.0,Male,South,72157.71,10,2224.65,19713.19,2024-01-09,No,auto-generated record
CUST100855,60.0,Female,South,,10,1575.84,11818.09,2024-02-04,No,auto-generated record
CUST100856,43.0,Female,East,38336.34,8,439.77,3606.08,2023-08-31,Yes,auto-generated record
CUST100857,39.0,Female,West,45919.43,8,1488.71,11308.11,2024-01-15,No,auto-generated record
CUST100858,29.0,Male,North,82354.28,15,915.32,11576.96,2022-01-22,Yes,auto-generated record
CUST100859,40.0,Male,South,23543.8,14,1949.27,21381.43,2023-01-05,Yes,auto-generated record
CUST100860,27.0,Male,West,64007.68,7,2037.29,15551.89,2022-06-13,No,auto-generated record
CUST100861,51.0,Female,Central,80057.82,11,1013.44,11775.77,2024-03-17,Yes,auto-generated record
CUST100862,35.0,Female,South,30623.71,7,2631.31,15515.39,2024-02-01,Yes,auto-generated record
CUST100863,56.0,Male,South,44418.47,9,1485.28,13472.62,2023-03-04,No,auto-generated record
CUST100864,34.0,Female,East,47305.42,7,1821.66,9507.36,2022-09-25,Yes,auto-generated record
CUST100865,43.0,Male,North,45152.61,11,1535.51,16829.86,2024-04-11,Yes,auto-generated record
CUST100866,29.0,Male,East,69904.4,10,1364.59,12328.51,2023-04-15,Yes,auto-generated record
CUST100867,48.0,Male,Central,60049.02,13,2676.83,33167.41,2023-03-27,Yes,auto-generated record
CUST100868,28.0,Female,South,43145.27,9,1743.41,16679.83,2024-05-01,Yes,auto-generated record
CUST100869,53.0,Male,East,66580.72,9,385.99,2909.57,2022-12-21,Yes,auto-generated record
CUST100870,44.0,Male,North,79100.92,10,1192.39,10532.71,2024-05-30,No,auto-generated record
CUST100871,,Male,East,43020.4,11,1486.64,13460.27,2023-12-22,Yes,auto-generated record
CUST100872,22.0,Male,Central,36153.1,5,2256.96,12153.25,2022-06-28,Yes,auto-generated record
CUST100873,41.0,Female,East,73123.6,9,1713.12,13746.47,2022-01-10,Yes,auto-generated record
CUST100874,37.0,Male,North,86302.56,7,1557.22,8742.42,2023-05-08,Yes,auto-generated record
CUST100875,61.0,Female,South,,13,1711.39,18869.02,2023-08-09,Yes,auto-generated record
CUST100876,28.0,Female,East,67336.77,11,2030.32,21750.08,2022-09-05,No,auto-generated record
CUST100877,36.0,Other,Central,,8,1414.45,10985.32,2024-02-09,Yes,auto-generated record
CUST100878,38.0,Male,East,70810.05,17,2028.67,29430.4,2023-06-04,Yes,auto-generated record
CUST100879,41.0,Male,East,67405.89,10,1457.41,11059.82,2022-05-26,Yes,auto-generated record
CUST100880,58.0,Male,West,73593.28,5,2283.06,9898.01,2024-03-25,No,auto-generated record
CUST100881,37.0,Female,North,55797.88,6,1164.49,7249.84,2023-03-14,Yes,auto-generated record
CUST100882,19.0,Male,Central,69542.83,9,636.96,5379.57,2022-03-16,Yes,auto-generated record
CUST100883,56.0,Female,East,77937.95,10,1906.44,13664.64,2023-10-03,Yes,auto-generated record
CUST100884,43.0,Male,South,35997.72,6,1507.05,8432.76,2023-10-24,Yes,auto-generated record
CUST100885,21.0,Male,West,64581.03,10,3010.04,32404.93,2022-11-15,Yes,auto-generated record
CUST100886,30.0,Female,South,36879.5,8,2019.39,13455.37,2024-04-20,Yes,auto-generated record
CUST100887,34.0,Female,North,58012.39,15,1883.92,23405.95,2022-08-30,No,auto-generated record
CUST100888,40.0,Female,South,55215.72,10,3096.97,21745.41,2022-03-01,No,auto-generated record
CUST100889,48.0,Other,West,68798.21,12,2219.39,27944.52,2022-05-15,No,auto-generated record
CUST100890,,Female,North,47439.92,9,,10641.02,2022-10-22,No,auto-generated record
CUST100891,32.0,Male,East,,7,1763.83,13289.82,2024-03-26,No,auto-generated record
CUST100892,27.0,Male,South,44832.11,13,1754.72,24910.98,2023-01-22,Yes,auto-generated record
CUST100893,36.0,Male,East,47958.69,11,2642.01,22270.16,2023-04-13,No,auto-generated record
CUST100894,39.0,Female,North,32208.2,8,2214.57,12783.3,2022-05-26,Yes,auto-generated record
CUST100895,44.0,Male,West,68429.77,9,1719.9,15884.2,2022-10-28,No,auto-generated record
CUST100896,18.0,Female,Central,41050.68,8,1290.68,7620.95,2022-03-17,No,auto-generated record
CUST100897,28.0,Male,South,60614.7,11,1182.96,10418.31,2022-06-01,Yes,auto-generated record
CUST100898,44.0,Male,South,59049.3,10,1891.18,14925.56,2023-05-10,Yes,auto-generated record
CUST100899,58.0,Male,East,70912.92,13,836.88,9922.43,2023-06-03,No,auto-generated record
CUST100900,49.0,Male,West,71105.87,6,2598.34,16689.04,2023-11-18,Yes,auto-generated record
CUST100901,18.0,Female,North,28345.25,7,1818.14,9908.59,2023-05-06,Yes,auto-generated record
CUST100902,18.0,Female,West,49425.56,7,2506.41,15731.13,2024-06-05,Yes,auto-generated record
CUST100903,,Male,West,63017.85,11,1420.55,14375.94,2023-01-03,No,auto-generated record
CUST100904,39.0,Other,West,45430.72,13,2733.41,30095.91,2023-05-14,No,auto-generated record
CUST100905,39.0,Male,South,46148.18,15,1799.03,26176.61,2022-04-16,No,auto-generated record
CUST100906,61.0,Male,Central,71072.9,15,971.33,15612.66,2023-02-28,No,auto-generated record
CUST100907,26.0,Female,East,76724.19,9,2611.63,16803.64,2022-02-07,Yes,auto-generated record
CUST100908,52.0,Male,North,71549.89,7,2067.49,15330.47,2023-09-12,Yes,auto-generated record
CUST100909,39.0,Female,South,70376.08,9,2211.66,17613.66,2024-05-29,No,auto-generated record
CUST100910,31.0,Male,East,61218.55,9,1650.04,14594.61,2022-03-04,Yes,auto-generated record
CUST100911,18.0,Female,East,85624.96,17,2273.14,28341.04,2023-12-31,No,auto-generated record
CUST100912,24.0,Male,West,54330.51,7,3107.91,15423.06,2023-10-14,Yes,auto-generated record
CUST100913,56.0,Female,West,79319.37,14,2322.39,26473.49,2024-04-17,Yes,auto-generated record
CUST100914,39.0,Male,North,118116.83,14,1775.52,20339.71,2023-09-16,Yes,auto-generated record
CUST100915,48.0,Female,South,67436.64,15,952.03,15436.93,2024-02-16,Yes,auto-generated record
CUST100916,45.0,Female,West,59600.47,10,1329.71,13004.96,2022-07-26,Yes,auto-generated record
CUST100917,36.0,Female,East,29477.91,8,2704.31,23268.09,2023-01-17,Yes,auto-generated record
CUST100918,48.0,Female,South,32004.51,9,1934.18,18974.88,2022-08-30,Yes,auto-generated record
CUST100919,42.0,Female,Central,96947.02,13,2232.05,25325.14,2022-08-25,No,auto-generated record
CUST100920,36.0,Female,East,58266.7,9,2332.39,21942.13,2023-05-14,No,auto-generated record
CUST100921,34.0,Female,South,40448.25,17,3645.73,57273.78,2023-07-27,No,auto-generated record
CUST100922,30.0,Other,East,46645.8,6,2117.29,9368.01,2023-02-02,Yes,auto-generated record
CUST100923,41.0,Female,South,38814.12,8,2806.79,21915.81,2024-05-07,Yes,auto-generated record
CUST100924,36.0,Female,South,56977.17,8,1627.59,12276.7,2024-02-09,No,auto-generated record
CUST100925,51.0,Female,West,50110.83,12,2312.55,24761.44,2023-11-27,No,auto-generated record
CUST100926,34.0,Other,West,66874.73,6,2037.24,10395.76,2023-08-07,No,auto-generated record
CUST100927,27.0,Male,South,81123.87,8,825.05,6784.89,2022-09-21,Yes,auto-generated record
CUST100928,18.0,Female,North,60486.55,12,1358.37,13517.23,2022-04-25,No,auto-generated record
CUST100929,47.0,Male,East,61362.21,6,883.27,4079.02,2022-04-01,Yes,auto-generated record
CUST100930,67.0,Female,South,67094.88,7,1672.3,9088.12,2023-02-13,Yes,auto-generated record
CUST100931,38.0,Male,South,82409.02,11,2209.35,24772.34,2022-04-09,No,auto-generated record
CUST100932,18.0,Male,South,28286.61,8,3188.48,23992.73,2024-03-19,Yes,auto-generated record
CUST100933,49.0,Female,West,44133.28,13,2645.69,36897.43,2024-05-28,No,auto-generated record
CUST100934,30.0,Male,North,45610.99,8,2679.4,15526.48,2023-03-07,Yes,auto-generated record
CUST100935,46.0,Female,North,38956.96,9,1475.82,14246.99,2023-11-11,Yes,auto-generated record
CUST100936,42.0,Female,West,68112.17,14,1174.42,13371.24,2022-07-21,Yes,auto-generated record
CUST100937,46.0,Male,West,53492.91,6,2207.76,13674.38,2023-03-08,No,auto-generated record
CUST100938,39.0,Female,South,41132.09,9,,12208.51,2023-09-28,No,auto-generated record
CUST100939,35.0,Male,North,66763.88,11,2531.21,29257.4,2023-09-07,No,auto-generated record
CUST100940,51.0,Male,East,60261.53,7,2504.06,15645.45,2023-05-21,Yes,auto-generated record
CUST100941,35.0,Female,Central,64270.86,12,1404.63,13721.62,2023-08-17,Yes,auto-generated record
CUST100942,52.0,Male,South,61995.12,17,1930.16,24643.43,2022-04-21,Yes,auto-generated record
CUST100943,31.0,Male,East,46420.83,9,1997.63,17400.52,2022-10-26,Yes,auto-generated record
CUST100944,,Male,South,39567.32,10,1356.09,13611.73,2022-07-02,Yes,auto-generated record
CUST100945,29.0,Female,West,63408.96,15,2245.04,31956.09,2022-02-10,No,auto-generated record
CUST100946,49.0,Female,East,44730.0,8,1895.78,14972.8,2023-04-29,No,auto-generated record
CUST100947,30.0,Male,South,73838.84,8,2175.99,16691.91,2022-09-09,Yes,auto-generated record
CUST100948,28.0,Female,West,59445.73,11,874.73,10045.08,2022-03-26,No,auto-generated record
CUST100949,49.0,Male,East,60614.23,13,1913.28,27195.96,2024-03-11,Yes,auto-generated record
CUST100950,42.0,Female,North,44699.14,13,1896.91,24397.41,2023-08-19,No,auto-generated record
CUST100951,37.0,Male,South,86930.37,9,2333.5,21472.62,2022-08-09,Yes,auto-generated record
CUST100952,26.0,Male,Central,49662.85,7,1211.65,6864.75,2023-01-08,Yes,auto-generated record
CUST100953,37.0,Female,West,67401.77,11,2372.0,27764.27,2022-03-16,Yes,auto-generated record
CUST100954,43.0,Male,East,48036.65,3,1491.32,3349.19,2023-10-15,Yes,auto-generated record
CUST100955,46.0,Male,West,81080.71,6,2136.47,14060.54,2022-09-16,No,auto-generated record
CUST100956,30.0,Male,North,63272.43,9,574.64,5471.32,2023-01-26,No,auto-generated record
CUST100957,44.0,Female,South,78343.42,7,1983.46,14903.68,2022-05-15,Yes,auto-generated record
CUST100958,18.0,Male,Central,66861.91,14,1131.79,14973.51,2023-07-20,No,auto-generated record
CUST100959,39.0,Female,North,56211.44,13,982.62,13746.23,2022-06-02,No,auto-generated record
CUST100960,27.0,Male,Central,39302.27,6,1424.11,7719.1,2022-04-25,No,auto-generated record
CUST100961,46.0,Female,Central,61760.41,7,1994.0,11063.86,2024-04-28,No,auto-generated record
CUST100962,33.0,Other,West,45352.71,12,627.63,7685.92,2022-12-01,No,auto-generated record
CUST100963,65.0,Male,South,59801.5,5,1797.61,7687.62,2023-01-30,No,auto-generated record
CUST100964,40.0,Male,North,89209.88,10,1793.7,18136.56,2022-02-15,No,auto-generated record
CUST100965,42.0,Male,South,76296.22,10,816.16,6044.71,2024-05-09,Yes,auto-generated record
CUST100966,18.0,Male,West,58340.97,15,2147.18,24735.4,2022-11-15,No,auto-generated record
CUST100967,22.0,Female,South,65727.7,11,2547.26,20375.57,2023-06-18,No,auto-generated record
CUST100968,50.0,Female,West,78352.8,13,2285.08,28477.21,2024-06-06,Yes,auto-generated record
CUST100969,30.0,Male,North,60513.85,13,3943.28,42262.54,2022-07-13,No,auto-generated record
CUST100970,51.0,Other,Central,61889.13,14,,29980.45,2024-06-11,No,auto-generated record
CUST100971,29.0,Female,Central,58612.0,7,1213.28,8017.78,2022-10-15,No,auto-generated record
CUST100972,45.0,Male,West,69902.09,9,574.12,5155.24,2024-01-13,Yes,auto-generated record
CUST100973,28.0,Male,North,92707.9,11,2163.86,24566.02,2023-03-26,No,auto-generated record
CUST100974,43.0,Male,South,40477.53,11,2064.35,21881.24,2023-04-15,No,auto-generated record
CUST100975,46.0,Female,North,62784.62,8,707.26,4708.35,2023-10-15,Yes,auto-generated record
CUST100976,48.0,Male,North,52937.86,8,1653.44,11855.16,2023-04-22,No,auto-generated record
CUST100977,29.0,Female,West,98837.91,11,2011.2,22982.19,2022-08-31,No,auto-generated record
CUST100978,23.0,Female,East,45747.48,11,1972.13,19932.2,2023-08-11,Yes,auto-generated record
CUST100979,44.0,Female,West,83664.4,8,1488.66,10563.02,2022-11-23,No,auto-generated record
CUST100980,40.0,Male,South,71086.28,11,2546.65,24527.14,2022-03-16,Yes,auto-generated record
CUST100981,46.0,Male,South,70741.48,13,2250.12,30079.8,2023-05-04,Yes,auto-generated record
CUST100982,24.0,Male,Central,74394.92,9,2334.9,18497.9,2023-08-25,Yes,auto-generated record
CUST100983,47.0,Female,Central,69842.05,6,1890.77,10318.98,2023-04-27,Yes,auto-generated record
CUST100984,36.0,Female,North,53869.79,7,1989.74,12243.6,2023-01-01,Yes,auto-generated record
CUST100985,25.0,Male,West,89345.28,12,1155.1,11386.4,2022-06-21,Yes,auto-generated record
CUST100986,32.0,Male,East,37463.58,9,1723.44,13033.68,2022-10-30,Yes,auto-generated record
CUST100987,49.0,Male,North,30258.86,12,1388.0,16800.68,2022-02-26,Yes,auto-generated record
CUST100988,40.0,Male,East,46708.51,9,1074.97,10204.83,2022-08-21,No,auto-generated record
CUST100989,40.0,Female,South,72835.05,13,2351.09,22884.92,2023-10-06,No,auto-generated record
CUST100990,39.0,Female,South,48304.4,12,1620.28,20915.61,2023-05-17,No,auto-generated record
CUST100991,33.0,Female,Central,60092.96,12,2354.74,22284.99,2022-03-22,Yes,auto-generated record
CUST100992,52.0,Female,West,80618.85,10,1497.59,13886.01,2024-04-29,Yes,auto-generated record
CUST100993,38.0,Male,North,72131.68,11,2088.24,24087.41,2022-10-19,No,auto-generated record
CUST100994,21.0,Male,West,62175.92,4,859.9,3635.43,2024-04-11,No,auto-generated record
CUST100995,21.0,Male,North,74567.29,7,2552.3,14099.94,2023-01-13,Yes,auto-generated record
CUST100996,31.0,Female,Central,58848.15,11,2564.0,21925.81,2024-03-11,No,auto-generated record
CUST100997,33.0,Female,East,77756.09,9,2418.4,16236.72,2023-06-22,No,auto-generated record
CUST100998,47.0,Other,East,66597.74,15,1584.85,22707.13,2024-02-04,No,auto-generated record
CUST100999,18.0,Male,North,81136.27,11,2734.82,28793.91,2023-04-04,Yes,auto-generated record
CUST101000,47.0,Female,North,82455.82,12,992.23,12383.98,2022-03-02,Yes,auto-generated record
CUST101001,52.0,Female,East,66133.8,13,,41686.27,2023-10-20,No,auto-generated record
CUST101002,32.0,Female,South,79378.4,9,2198.17,16237.25,2023-03-25,Yes,auto-generated record
CUST101003,53.0,Female,West,81508.13,12,1438.31,17190.83,2023-06-30,No,auto-generated record
CUST101004,30.0,Female,South,73355.75,10,1955.7,17344.39,2023-06-12,Yes,auto-generated record
CUST101005,36.0,Male,South,66522.27,11,,17975.56,2023-03-11,Yes,auto-generated record
CUST101006,32.0,Female,North,38860.48,8,100.0,793.4,2023-01-01,No,auto-generated record
CUST101007,57.0,Male,East,57864.97,9,1442.72,12621.4,2023-02-19,No,auto-generated record
CUST101008,52.0,Female,Central,81491.05,10,1453.19,10651.79,2022-11-20,No,auto-generated record
CUST101009,51.0,Female,South,87778.43,17,470.97,8612.27,2023-11-11,Yes,auto-generated record
CUST101010,25.0,Female,West,30091.37,12,2864.54,35780.41,2024-03-09,Yes,auto-generated record
CUST101011,39.0,Female,North,45305.69,7,1187.78,6843.6,2023-11-17,Yes,auto-generated record
CUST101012,25.0,Female,Central,20932.82,9,2093.84,20031.91,2022-10-08,No,auto-generated record
CUST101013,40.0,Male,East,38003.99,8,541.8,4456.09,2024-06-04,Yes,auto-generated record
CUST101014,45.0,Male,North,73849.14,16,501.15,6707.05,2023-01-29,Yes,auto-generated record
CUST101015,54.0,Male,West,54849.98,13,2875.03,32047.5,2022-11-10,No,auto-generated record
CUST101016,36.0,Female,Central,69134.22,9,1743.08,15262.67,2024-05-21,Yes,auto-generated record
CUST101017,41.0,Female,North,87145.66,12,2753.83,30229.23,2023-12-13,No,auto-generated record
CUST101018,36.0,Female,North,29617.86,10,2322.71,21185.29,2023-01-29,No,auto-generated record
CUST101019,25.0,Male,South,59301.9,11,2639.66,28653.09,2024-03-12,Yes,auto-generated record
CUST101020,58.0,Female,East,72736.64,9,987.88,6415.09,2022-03-21,Yes,auto-generated record
CUST101021,43.0,Female,Central,70507.52,15,2147.5,24435.74,2022-12-12,No,auto-generated record
CUST101022,55.0,Male,Central,84679.78,12,1590.53,19181.0,2023-09-18,Yes,auto-generated record
CUST101023,48.0,Female,South,84844.23,16,2097.09,31771.04,2023-09-20,No,auto-generated record
CUST101024,23.0,Female,North,67086.29,11,2471.22,24377.68,2024-01-19,Yes,auto-generated record
CUST101025,31.0,Male,East,42650.01,11,1331.37,12273.69,2022-08-22,Yes,auto-generated record
CUST101026,46.0,Female,East,84439.5,8,2601.14,15761.36,2022-07-24,No,auto-generated record
CUST101027,48.0,,South,102483.34,10,3251.92,27462.91,2023-11-25,Yes,auto-generated record
CUST101028,46.0,Male,East,44657.59,6,400.16,2421.33,2023-04-02,No,auto-generated record
CUST101029,38.0,Male,Central,59810.05,11,1898.14,21515.88,2023-10-27,Yes,auto-generated record
CUST101030,48.0,Female,North,71105.51,14,1488.23,22918.19,2022-09-17,No,auto-generated record
CUST101031,26.0,,South,51776.02,12,3004.82,28095.04,2024-04-05,No,auto-generated record
CUST101032,35.0,Female,Central,65174.21,9,2045.86,17545.19,2022-03-26,No,auto-generated record
CUST101033,24.0,Male,North,62920.71,13,1561.75,17833.35,2024-03-19,No,auto-generated record
CUST101034,50.0,Male,North,85332.94,19,2065.71,33845.98,2022-10-26,No,auto-generated record
CUST101035,43.0,Male,North,,13,1665.83,19434.23,2023-06-24,Yes,auto-generated record
CUST101036,46.0,Male,West,61667.01,15,2446.6,26134.38,2023-08-07,No,auto-generated record
CUST101037,35.0,Male,North,95252.82,11,2215.45,20790.42,2022-03-24,Yes,auto-generated record
CUST101038,18.0,Other,North,75209.86,10,1247.04,11266.48,2024-04-10,No,auto-generated record
CUST101039,29.0,Female,East,51093.84,12,1697.17,19078.59,2023-09-09,No,auto-generated record
CUST101040,40.0,Male,West,40975.94,10,1465.34,14763.93,2023-12-28,Yes,auto-generated record
CUST101041,39.0,Other,West,61180.77,9,2645.81,24251.14,2023-12-25,No,auto-generated record
CUST101042,49.0,Female,South,74576.17,18,2588.91,37852.68,2023-02-13,No,auto-generated record
CUST101043,51.0,Male,Central,61407.32,12,2310.51,20959.35,2024-05-31,Yes,auto-generated record
CUST101044,31.0,M,North,35027.78,8,1848.23,13926.39,2023-02-03,Yes,auto-generated record
CUST101045,47.0,Female,East,42008.76,8,2835.42,24938.74,2023-07-30,No,auto-generated record
CUST101046,18.0,Male,South,,9,498.62,3491.84,2022-08-19,Yes,auto-generated record
CUST101047,46.0,Male,East,63589.1,9,1402.25,13030.86,2022-10-18,Yes,auto-generated record
CUST101048,18.0,Male,North,59761.88,5,2294.3,11302.06,2022-02-14,Yes,auto-generated record
CUST101049,44.0,Female,North,82620.58,17,786.9,13509.76,2024-03-19,No,auto-generated record
CUST101050,18.0,Female,Central,41834.93,12,100.0,1287.94,2022-10-08,Yes,auto-generated record
CUST101051,44.0,Male,South,47336.51,10,1983.39,17255.61,2022-04-27,Yes,auto-generated record
CUST101052,57.0,Female,East,35015.37,9,2068.18,17555.37,2024-04-06,No,auto-generated record
CUST101053,36.0,Male,Central,41311.0,14,2257.83,23770.12,2023-09-28,Yes,auto-generated record
CUST101054,46.0,Male,South,57980.79,4,2057.78,8468.34,2022-10-17,Yes,auto-generated record
CUST101055,51.0,Male,South,58437.74,11,2229.08,19176.71,2024-03-31,No,auto-generated record
CUST101056,18.0,Male,East,50238.71,7,1850.29,11002.61,2022-12-14,Yes,auto-generated record
CUST101057,18.0,Male,North,57254.23,14,1002.73,14408.15,2022-01-31,No,auto-generated record
CUST101058,38.0,Male,North,52860.19,8,1379.92,10280.13,2022-04-07,Yes,auto-generated record
CUST101059,25.0,Female,East,30038.97,6,617.35,3259.68,2023-03-01,No,auto-generated record
CUST101060,33.0,Male,South,61487.15,12,1912.22,24900.64,2023-05-04,No,auto-generated record
CUST101061,71.0,Male,North,75680.58,5,1484.12,5753.49,2023-01-13,Yes,auto-generated record
CUST101062,60.0,Female,South,51912.68,11,1967.02,19772.54,2023-02-01,No,auto-generated record
CUST101063,46.0,Female,West,120398.11,15,2475.33,26465.11,2023-12-27,No,auto-generated record
CUST101064,30.0,Male,West,15000.0,9,2682.92,19191.13,2023-07-25,Yes,auto-generated record
CUST101065,45.0,Female,East,34182.3,8,1927.82,13969.23,2024-01-08,Yes,auto-generated record
CUST101066,42.0,Female,South,50133.44,5,1501.71,6755.38,2023-02-11,No,auto-generated record
CUST101067,36.0,Male,Central,48281.93,9,2123.63,17901.34,2023-06-05,Yes,auto-generated record
CUST101068,58.0,Male,North,48614.37,10,1921.69,19443.34,2022-02-28,Yes,auto-generated record
CUST101069,18.0,Male,West,57423.05,13,1923.81,25480.06,2022-05-26,Yes,auto-generated record
CUST101070,57.0,Male,North,84978.23,12,1829.53,19268.8,2022-09-25,Yes,auto-generated record
CUST101071,33.0,Female,Central,67404.95,11,1132.75,8974.83,2022-11-05,Yes,auto-generated record
CUST101072,54.0,Male,West,67878.23,8,871.53,5793.4,2022-11-01,Yes,auto-generated record
CUST101073,37.0,Male,East,87066.39,21,1609.28,24459.06,2023-06-29,No,auto-generated record
CUST101074,31.0,Female,South,29976.52,11,1009.31,10799.12,2022-05-01,No,auto-generated record
CUST101075,30.0,Female,East,53333.09,8,1730.36,14642.31,2022-02-27,Yes,auto-generated record
CUST101076,41.0,Female,West,61367.33,12,1884.43,21836.87,2022-08-07,Yes,auto-generated record
CUST101077,43.0,Male,East,54758.52,8,1097.63,6569.98,2023-10-25,No,auto-generated record
CUST101078,75.0,Male,West,67749.93,11,2023.95,23111.05,2024-04-30,Yes,auto-generated record
CUST101079,58.0,Female,North,61148.72,12,1312.72,16910.81,2022-06-26,No,auto-generated record
CUST101080,38.0,Male,South,47393.81,9,2152.45,19028.89,2023-03-20,No,auto-generated record
CUST101081,24.0,Male,West,33527.69,7,1542.36,11605.4,2022-07-27,Yes,auto-generated record
CUST101082,40.0,Male,South,40134.2,8,1142.38,7895.19,2022-12-13,No,auto-generated record
CUST101083,45.0,Male,Central,55248.25,13,1565.68,17026.06,2022-08-15,No,auto-generated record
CUST101084,18.0,Female,East,60125.22,6,2670.9,16078.99,2024-06-08,No,auto-generated record
CUST101085,38.0,Male,South,67957.41,11,2123.9,16603.57,2022-06-09,No,auto-generated record
CUST101086,54.0,Female,Central,76763.83,9,1302.52,10260.21,2022-11-13,No,auto-generated record
CUST101087,33.0,Female,South,15000.0,9,1699.23,16615.55,2023-11-02,No,auto-generated record
CUST101088,19.0,Female,East,36421.33,11,2094.06,20569.97,2022-10-26,No,auto-generated record
CUST101089,48.0,Female,West,40427.69,10,2847.28,26436.53,2023-09-19,No,auto-generated record
CUST101090,58.0,Male,Central,64228.72,11,1772.01,19092.57,2024-06-12,Yes,auto-generated record
CUST101091,36.0,Female,North,57930.51,11,1548.35,15838.81,2023-05-30,No,auto-generated record
CUST101092,40.0,Male,Central,51519.55,9,2250.46,18253.05,2022-06-17,No,auto-generated record
CUST101093,53.0,Male,East,80542.32,11,942.36,8540.24,2022-12-07,Yes,auto-generated record
CUST101094,45.0,Other,South,51864.34,10,2291.01,17636.26,2023-01-10,Yes,auto-generated record
CUST101095,30.0,Female,South,58028.72,11,1065.43,12117.53,2022-12-28,Yes,auto-generated record
CUST101096,34.0,Male,Central,66643.5,13,1043.64,11071.09,2023-12-24,No,auto-generated record
CUST101097,38.0,Female,Central,66639.77,11,1268.79,12955.83,2024-02-11,No,auto-generated record
CUST101098,39.0,Female,East,52739.82,12,1142.01,12343.73,2023-12-23,No,auto-generated record
CUST101099,53.0,Male,South,87318.1,13,2107.9,23635.76,2022-12-26,No,auto-generated record
CUST101100,26.0,Male,Central,67405.58,10,2352.34,22893.72,2023-01-23,Yes,auto-generated record
