transaction_id,customer_id,purchase_date,amount,quantity,product_category,payment_method,discount_applied,source,age,location,customer_segment,registration_date,category_name,avg_price,inventory,last_updated,total_spending,spending_quartile,is_high_value,year,month,quarter,day_of_week,is_weekend,is_holiday_season,first_purchase_date,last_purchase_date,customer_age_days,recency_days,purchase_frequency,frequency_category,category_beauty,category_books,category_clothing,category_electronics,category_groceries,category_home  garden,category_sports,category_toys,rfm_recency,rfm_frequency,rfm_monetary
331.0,CUST_00176,2025-12-17 05:22:02.993177,148.28,2.0,toys,Credit Card,False,transactions,,,,,,,,,663.98,Q4,1,2025,12,4,Wednesday,0,1,2025-09-10 05:22:02.993189,2026-05-06 05:22:03.003287,97,92,7,Regular,False,False,False,False,False,False,False,True,92,7,663.98
332.0,CUST_00357,2025-12-19 05:22:02.993184,101.34,3.0,clothing,Credit Card,False,transactions,,,,,,,,,770.7,Q3,0,2025,12,4,Friday,0,1,2025-09-11 05:22:02.999315,2026-07-08 05:22:02.994366,98,30,8,Regular,False,False,True,False,False,False,False,False,30,8,770.7
333.0,CUST_00176,2025-09-10 05:22:02.993189,167.19,1.0,home  garden,Debit Card,False,transactions,,,,,,,,,663.98,Q4,1,2025,9,3,Wednesday,0,0,2025-09-10 05:22:02.993189,2026-05-06 05:22:03.003287,0,92,7,Regular,False,False,False,False,False,True,False,False,92,7,663.98
334.0,CUST_00283,2026-05-18 05:22:02.993195,26.9,3.0,groceries,Debit Card,True,transactions,,,,,,,,,432.96999999999997,Q1,0,2026,5,2,Monday,0,0,2025-09-08 05:22:03.000290,2026-06-02 05:22:02.992386,251,66,5,Occasional,False,False,False,False,True,False,False,False,66,5,432.96999999999997
335.0,CUST_00323,2026-05-05 05:22:02.993200,64.25,2.0,groceries,Debit Card,False,transactions,,,,,,,,,64.25,Q2,0,2026,5,2,Tuesday,0,0,2026-05-05 05:22:02.993200,2026-05-05 05:22:02.993200,0,94,1,One-time,False,False,False,False,True,False,False,False,94,1,64.25
336.0,CUST_00220,2026-01-20 05:22:02.993206,169.11,1.0,sports,Credit Card,False,transactions,,,,,,,,,919.2,Q4,1,2026,1,1,Tuesday,0,0,2026-01-20 05:22:02.993206,2026-05-30 05:22:02.991164,0,69,7,Regular,False,False,False,False,False,False,True,False,69,7,919.2
337.0,CUST_00410,2025-11-06 05:22:02.993211,51.64,2.0,beauty,Wallet,False,transactions,,,,,,,,,102.74000000000001,Q1,0,2025,11,4,Thursday,0,1,2025-11-06 05:22:02.993211,2026-01-03 05:22:02.995102,0,216,3,Occasional,True,False,False,False,False,False,False,False,216,3,102.74000000000001
338.0,CUST_00344,2025-11-30 05:22:02.993216,118.15,5.0,beauty,Wallet,False,transactions,,,,,,,,,682.0,Q3,0,2025,11,4,Sunday,1,1,2025-08-13 05:22:02.992156,2026-08-04 05:22:03.000735,109,3,6,Regular,True,False,False,False,False,False,False,False,3,6,682.0
339.0,CUST_00179,2026-02-08 05:22:02.993221,86.55,4.0,home  garden,PayPal,True,transactions,,,,,,,,,788.22,Q2,0,2026,2,1,Sunday,1,0,2026-02-04 05:22:02.999847,2026-07-25 05:22:03.001062,3,13,7,Regular,False,False,False,False,False,True,False,False,13,7,788.22
340.0,CUST_00303,2026-06-25 05:22:02.993227,88.97,2.0,beauty,PayPal,False,transactions,,,,,,,,,311.05,Q2,0,2026,6,2,Thursday,0,0,2026-04-19 05:22:03.001067,2026-06-25 05:22:02.993227,66,43,4,Occasional,True,False,False,False,False,False,False,False,43,4,311.05
341.0,CUST_00192,2025-08-17 05:22:02.993232,143.39,2.0,groceries,Debit Card,False,transactions,,,,,,,,,842.55,Q4,1,2025,8,3,Sunday,1,0,2025-08-13 05:22:02.994451,2026-07-26 05:22:03.002614,3,11,10,Regular,False,False,False,False,True,False,False,False,11,10,842.55
342.0,CUST_00217,2026-05-04 05:22:02.993237,102.84,4.0,home  garden,Wallet,False,transactions,,,,,,,,,716.43,Q3,0,2026,5,2,Monday,0,0,2025-10-16 05:22:02.997746,2026-07-27 05:22:02.997724,199,11,8,Regular,False,False,False,False,False,True,False,False,11,8,716.43
343.0,CUST_00096,2026-02-27 05:22:02.993242,96.54,4.0,electronics,Credit Card,False,transactions,,,,,,,,,171.8,Q3,0,2026,2,1,Friday,0,0,2026-02-27 05:22:02.993242,2026-03-12 05:22:02.992672,0,148,2,Occasional,False,False,False,True,False,False,False,False,148,2,171.8
344.0,CUST_00100,2026-01-23 05:22:02.993250,79.31,5.0,toys,Wallet,False,transactions,,,,,,,,,912.4100000000001,Q2,0,2026,1,1,Friday,0,0,2025-09-06 05:22:03.001808,2026-08-07 05:22:02.995932,138,0,7,Regular,False,False,False,False,False,False,False,True,0,7,912.4100000000001
345.0,CUST_00431,2025-12-23 05:22:02.993256,33.55,4.0,home  garden,Credit Card,True,transactions,,,,,,,,,488.32,Q1,0,2025,12,4,Tuesday,0,1,2025-11-14 05:22:03.001025,2026-04-30 05:22:02.998339,38,99,5,Occasional,False,False,False,False,False,True,False,False,99,5,488.32
346.0,CUST_00113,2026-03-11 05:22:02.993261,112.62,1.0,books,PayPal,False,transactions,,,,,,,,,348.47,Q3,0,2026,3,1,Wednesday,0,0,2026-03-09 05:22:02.999669,2026-03-17 05:22:02.999695,1,143,3,Occasional,False,True,False,False,False,False,False,False,143,3,348.47
347.0,CUST_00235,2025-10-22 05:22:02.993266,142.37,4.0,clothing,PayPal,True,transactions,,,,,,,,,568.7,Q4,1,2025,10,4,Wednesday,0,0,2025-09-16 05:22:02.993330,2026-06-07 05:22:03.000803,35,61,5,Occasional,False,False,True,False,False,False,False,False,61,5,568.7
348.0,CUST_00422,2026-02-01 05:22:02.993271,217.25,5.0,electronics,Wallet,False,transactions,,,,,,,,,1100.56,Q4,1,2026,2,1,Sunday,1,0,2025-09-09 05:22:02.994639,2026-05-25 05:22:02.994987,144,74,10,Regular,False,False,False,True,False,False,False,False,74,10,1100.56
349.0,CUST_00218,2026-06-16 05:22:02.993277,55.43,2.0,books,Credit Card,False,transactions,,,,,,,,,381.53000000000003,Q1,0,2026,6,2,Tuesday,0,0,2025-08-14 05:22:03.001610,2026-06-16 05:22:02.993277,305,52,4,Occasional,False,True,False,False,False,False,False,False,52,4,381.53000000000003
350.0,CUST_00179,2026-06-24 05:22:02.993282,161.55,4.0,clothing,Debit Card,False,transactions,,,,,,,,,788.22,Q4,1,2026,6,2,Wednesday,0,0,2026-02-04 05:22:02.999847,2026-07-25 05:22:03.001062,139,13,7,Regular,False,False,True,False,False,False,False,False,13,7,788.22
351.0,CUST_00378,2025-10-10 05:22:02.993287,235.14,3.0,groceries,Debit Card,True,transactions,,,,,,,,,562.15,Q4,1,2025,10,4,Friday,0,0,2025-08-12 05:22:02.995025,2026-06-01 05:22:03.001851,58,66,4,Occasional,False,False,False,False,True,False,False,False,66,4,562.15
352.0,CUST_00417,2026-04-24 05:22:02.993293,214.18,1.0,beauty,Debit Card,False,transactions,,,,,,,,,519.9,Q4,1,2026,4,2,Friday,0,0,2025-09-27 05:22:03.002068,2026-04-24 05:22:02.993293,208,105,5,Occasional,True,False,False,False,False,False,False,False,105,5,519.9
353.0,CUST_00361,2026-03-11 05:22:02.993298,60.63,3.0,books,Credit Card,False,transactions,,,,,,,,,350.48,Q2,0,2026,3,1,Wednesday,0,0,2025-09-17 05:22:02.996689,2026-04-28 05:22:02.994047,174,101,5,Occasional,False,True,False,False,False,False,False,False,101,5,350.48
354.0,CUST_00385,2026-01-09 05:22:02.993303,64.69,1.0,books,Debit Card,True,transactions,,,,,,,,,223.76,Q2,0,2026,1,1,Friday,0,0,2026-01-09 05:22:02.993303,2026-04-02 05:22:02.999057,0,127,3,Occasional,False,True,False,False,False,False,False,False,127,3,223.76
355.0,CUST_00068,2026-04-02 05:22:02.993309,163.74,2.0,beauty,Wallet,False,transactions,,,,,,,,,371.32,Q4,1,2026,4,2,Thursday,0,0,2026-01-14 05:22:02.999560,2026-04-24 05:22:02.995717,77,105,3,Occasional,True,False,False,False,False,False,False,False,105,3,371.32
356.0,CUST_00296,2025-09-18 05:22:02.993315,144.81,3.0,groceries,Credit Card,False,transactions,,,,,,,,,686.35,Q4,1,2025,9,3,Thursday,0,0,2025-09-18 05:22:02.993315,2026-06-03 05:22:02.998605,0,65,6,Regular,False,False,False,False,True,False,False,False,65,6,686.35
357.0,CUST_00451,2026-06-21 05:22:02.993320,120.38,4.0,books,PayPal,False,transactions,,,,,,,,,792.92,Q3,0,2026,6,2,Sunday,1,0,2025-08-18 05:22:03.000549,2026-06-21 05:22:02.993320,306,47,6,Regular,False,True,False,False,False,False,False,False,47,6,792.92
358.0,CUST_00250,2026-02-21 05:22:02.993325,17.04,5.0,electronics,Credit Card,True,transactions,,,,,,,,,429.32,Q1,0,2026,2,1,Saturday,1,0,2025-12-26 05:22:03.001292,2026-06-12 05:22:02.997151,56,56,5,Occasional,False,False,False,True,False,False,False,False,56,5,429.32
359.0,CUST_00235,2025-09-16 05:22:02.993330,123.35,3.0,clothing,Wallet,False,transactions,,,,,,,,,568.7,Q3,0,2025,9,3,Tuesday,0,0,2025-09-16 05:22:02.993330,2026-06-07 05:22:03.000803,0,61,5,Occasional,False,False,True,False,False,False,False,False,61,5,568.7
360.0,CUST_00220,2026-04-21 05:22:02.993336,86.93,4.0,books,PayPal,False,transactions,,,,,,,,,919.2,Q2,0,2026,4,2,Tuesday,0,0,2026-01-20 05:22:02.993206,2026-05-30 05:22:02.991164,91,69,7,Regular,False,True,False,False,False,False,False,False,69,7,919.2
361.0,CUST_00296,2026-06-02 05:22:02.993341,216.67,5.0,toys,Credit Card,False,transactions,,,,,,,,,686.35,Q4,1,2026,6,2,Tuesday,0,0,2025-09-18 05:22:02.993315,2026-06-03 05:22:02.998605,257,65,6,Regular,False,False,False,False,False,False,False,True,65,6,686.35
362.0,CUST_00321,2025-12-15 05:22:02.993349,70.92,1.0,clothing,Debit Card,False,transactions,,,,,,,,,392.52,Q2,0,2025,12,4,Monday,0,1,2025-09-04 05:22:02.996580,2026-06-19 05:22:02.998279,101,49,5,Occasional,False,False,True,False,False,False,False,False,49,5,392.52
363.0,CUST_00001,2025-12-31 05:22:02.993354,126.49,2.0,home  garden,PayPal,False,transactions,,,,,,,,,520.5,Q3,0,2025,12,4,Wednesday,0,1,2025-12-31 05:22:02.993354,2026-07-19 05:22:02.996404,0,19,5,Occasional,False,False,False,False,False,True,False,False,19,5,520.5
364.0,CUST_00478,2026-03-20 05:22:02.993362,37.59,1.0,beauty,PayPal,False,transactions,,,,,,,,,353.36,Q1,0,2026,3,1,Friday,0,0,2025-10-23 05:22:02.993116,2026-03-20 05:22:02.993362,148,140,4,Occasional,True,False,False,False,False,False,False,False,140,4,353.36
365.0,CUST_00333,2026-05-15 05:22:02.993378,37.57,1.0,groceries,Debit Card,False,transactions,,,,,,,,,411.41,Q1,0,2026,5,2,Friday,0,0,2026-02-17 05:22:02.992228,2026-07-02 05:22:02.996112,87,36,5,Occasional,False,False,False,False,True,False,False,False,36,5,411.41
366.0,CUST_00047,2025-08-12 05:22:02.993389,131.01,1.0,electronics,Credit Card,False,transactions,,,,,,,,,324.57,Q3,0,2025,8,3,Tuesday,0,0,2025-08-12 05:22:02.993389,2026-05-02 05:22:03.002468,0,96,3,Occasional,False,False,False,True,False,False,False,False,96,3,324.57
367.0,CUST_00116,2025-11-15 05:22:02.993394,32.01,4.0,,PayPal,True,transactions,,,,,,,,,273.93,Q1,0,2025,11,4,Saturday,1,1,2025-08-26 05:22:02.991773,2026-04-28 05:22:02.991079,81,101,4,Occasional,False,False,False,False,False,False,False,False,101,4,273.93
368.0,CUST_00441,2026-01-03 05:22:02.993400,53.18,2.0,toys,Wallet,False,transactions,,,,,,,,,726.8,Q1,0,2026,1,1,Saturday,1,0,2025-10-20 05:22:02.993452,2026-06-14 05:22:02.991097,74,54,6,Regular,False,False,False,False,False,False,False,True,54,6,726.8
369.0,CUST_00413,2026-06-16 05:22:02.993405,56.39,1.0,beauty,PayPal,False,transactions,,,,,,,,,235.24,Q1,0,2026,6,2,Tuesday,0,0,2026-06-15 05:22:03.000151,2026-06-16 05:22:02.993405,0,52,2,Occasional,True,False,False,False,False,False,False,False,52,2,235.24
370.0,CUST_00397,2026-05-31 05:22:02.993410,67.12,2.0,clothing,Credit Card,False,transactions,,,,,,,,,500.53000000000003,Q2,0,2026,5,2,Sunday,1,0,2026-01-25 05:22:03.000063,2026-05-31 05:22:02.993410,125,68,8,Regular,False,False,True,False,False,False,False,False,68,8,500.53000000000003
371.0,CUST_00085,2025-12-25 05:22:02.993415,150.11,3.0,sports,Debit Card,True,transactions,,,,,,,,,213.54000000000002,Q4,1,2025,12,4,Thursday,0,1,2025-12-25 05:22:02.993415,2026-01-01 05:22:02.998980,0,218,2,Occasional,False,False,False,False,False,False,True,False,218,2,213.54000000000002
372.0,CUST_00316,2025-08-21 05:22:02.993420,36.23,4.0,sports,Credit Card,False,transactions,,,,,,,,,749.88,Q1,0,2025,8,3,Thursday,0,0,2025-08-21 05:22:02.993420,2026-06-05 05:22:03.000782,0,63,8,Regular,False,False,False,False,False,False,True,False,63,8,749.88
373.0,CUST_00064,2025-10-10 05:22:02.993426,75.04,4.0,beauty,PayPal,True,transactions,,,,,,,,,409.7,Q2,0,2025,10,4,Friday,0,0,2025-08-24 05:22:02.994052,2026-06-21 05:22:03.002772,46,46,5,Occasional,True,False,False,False,False,False,False,False,46,5,409.7
374.0,CUST_00127,2026-03-19 05:22:02.993431,178.67,1.0,sports,PayPal,True,transactions,,,,,,,,,178.67,Q4,1,2026,3,1,Thursday,0,0,2026-03-19 05:22:02.993431,2026-03-19 05:22:02.993431,0,141,1,One-time,False,False,False,False,False,False,True,False,141,1,178.67
375.0,CUST_00354,2026-07-25 05:22:02.993436,113.6,3.0,sports,Debit Card,True,transactions,,,,,,,,,252.81,Q3,0,2026,7,3,Saturday,1,0,2026-02-19 05:22:03.000745,2026-07-25 05:22:02.993436,155,13,2,Occasional,False,False,False,False,False,False,True,False,13,2,252.81
376.0,CUST_00152,2025-09-11 05:22:02.993442,54.51,1.0,sports,Credit Card,False,transactions,,,,,,,,,940.64,Q1,0,2025,9,3,Thursday,0,0,2025-09-11 05:22:02.993442,2026-06-16 05:22:02.999768,0,52,9,Regular,False,False,False,False,False,False,True,False,52,9,940.64
377.0,CUST_00327,2025-10-07 05:22:02.993447,81.21,1.0,electronics,PayPal,False,transactions,,,,,,,,,703.51,Q2,0,2025,10,4,Tuesday,0,0,2025-10-07 05:22:02.993447,2026-04-21 05:22:02.995945,0,108,8,Regular,False,False,False,True,False,False,False,False,108,8,703.51
378.0,CUST_00441,2025-10-20 05:22:02.993452,71.15,4.0,beauty,Debit Card,True,transactions,,,,,,,,,726.8,Q2,0,2025,10,4,Monday,0,0,2025-10-20 05:22:02.993452,2026-06-14 05:22:02.991097,0,54,6,Regular,True,False,False,False,False,False,False,False,54,6,726.8
379.0,CUST_00489,2026-07-01 05:22:02.993457,137.36,1.0,,Debit Card,False,transactions,,,,,,,,,394.88,Q3,0,2026,7,3,Wednesday,0,0,2025-12-26 05:22:02.995782,2026-07-01 05:22:02.993457,186,37,3,Occasional,False,False,False,False,False,False,False,False,37,3,394.88
380.0,CUST_00031,2026-01-16 05:22:02.993463,130.67,5.0,books,Wallet,False,transactions,,,,,,,,,365.79999999999995,Q3,0,2026,1,1,Friday,0,0,2025-11-18 05:22:03.002689,2026-07-03 05:22:02.992771,58,35,5,Occasional,False,True,False,False,False,False,False,False,35,5,365.79999999999995
381.0,CUST_00206,2026-06-26 05:22:02.993468,28.94,5.0,home  garden,PayPal,False,transactions,,,,,,,,,1233.1399999999999,Q1,0,2026,6,2,Friday,0,0,2025-09-25 05:22:02.999905,2026-06-26 05:22:02.993468,273,42,8,Regular,False,False,False,False,False,True,False,False,42,8,1233.1399999999999
382.0,CUST_00472,2026-04-25 05:22:02.993473,76.77,2.0,beauty,Credit Card,False,transactions,,,,,,,,,1449.15,Q2,0,2026,4,2,Saturday,1,0,2025-08-28 05:22:02.994535,2026-04-25 05:22:02.993473,239,104,10,Regular,True,False,False,False,False,False,False,False,104,10,1449.15
383.0,CUST_00224,2026-04-07 05:22:02.993482,91.4,1.0,sports,Wallet,False,transactions,,,,,,,,,329.65000000000003,Q2,0,2026,4,2,Tuesday,0,0,2025-09-16 05:22:02.991572,2026-04-07 05:22:02.993482,203,122,3,Occasional,False,False,False,False,False,False,True,False,122,3,329.65000000000003
384.0,CUST_00314,2025-09-30 05:22:02.993488,111.21,1.0,books,Debit Card,False,transactions,,,,,,,,,166.45,Q3,0,2025,9,3,Tuesday,0,0,2025-09-30 05:22:02.993488,2026-03-14 05:22:02.992364,0,146,2,Occasional,False,True,False,False,False,False,False,False,146,2,166.45
385.0,CUST_00363,2026-05-29 05:22:02.993493,155.72,1.0,home  garden,PayPal,False,transactions,,,,,,,,,707.75,Q4,1,2026,5,2,Friday,0,0,2025-12-02 05:22:03.003136,2026-06-25 05:22:02.992150,177,43,6,Regular,False,False,False,False,False,True,False,False,43,6,707.75
386.0,CUST_00401,2026-03-28 05:22:02.993499,200.36,2.0,beauty,PayPal,True,transactions,,,,,,,,,866.36,Q4,1,2026,3,1,Saturday,1,0,2025-12-02 05:22:02.993748,2026-07-09 05:22:03.001072,115,29,8,Regular,True,False,False,False,False,False,False,False,29,8,866.36
387.0,CUST_00061,2026-07-23 05:22:02.993536,93.98,3.0,groceries,Credit Card,False,transactions,,,,,,,,,514.39,Q3,0,2026,7,3,Thursday,0,0,2025-09-10 05:22:02.991621,2026-07-23 05:22:02.993536,316,15,5,Occasional,False,False,False,False,True,False,False,False,15,5,514.39
388.0,CUST_00500,2025-10-16 05:22:02.993553,62.99,1.0,toys,PayPal,False,transactions,,,,,,,,,141.94,Q2,0,2025,10,4,Thursday,0,0,2025-10-16 05:22:02.993553,2026-04-28 05:22:02.997083,0,101,2,Occasional,False,False,False,False,False,False,False,True,101,2,141.94
389.0,CUST_00440,2025-10-21 05:22:02.993560,41.36,2.0,beauty,Credit Card,True,transactions,,,,,,,,,821.35,Q1,0,2025,10,4,Tuesday,0,0,2025-09-25 05:22:03.002969,2026-06-24 05:22:02.999378,25,44,7,Regular,True,False,False,False,False,False,False,False,44,7,821.35
390.0,CUST_00346,2026-06-09 05:22:02.993567,23.18,2.0,,Credit Card,False,transactions,,,,,,,,,315.64,Q1,0,2026,6,2,Tuesday,0,0,2025-11-29 05:22:02.997072,2026-07-20 05:22:02.995014,191,18,5,Occasional,False,False,False,False,False,False,False,False,18,5,315.64
391.0,CUST_00242,2026-02-02 05:22:02.993572,85.47,4.0,home  garden,Credit Card,False,transactions,,,,,,,,,1064.32,Q2,0,2026,2,1,Monday,0,0,2025-08-22 05:22:03.002307,2026-07-28 05:22:02.997730,163,10,10,Regular,False,False,False,False,False,True,False,False,10,10,1064.32
392.0,CUST_00468,2025-09-06 05:22:02.993578,55.07,4.0,sports,Wallet,True,transactions,,,,,,,,,462.56000000000006,Q1,0,2025,9,3,Saturday,1,0,2025-09-06 05:22:02.993578,2026-07-29 05:22:02.998081,0,9,5,Occasional,False,False,False,False,False,False,True,False,9,5,462.56000000000006
393.0,CUST_00164,2026-03-22 05:22:02.993584,105.08,1.0,beauty,Credit Card,False,transactions,,,,,,,,,315.41999999999996,Q3,0,2026,3,1,Sunday,1,0,2026-02-11 05:22:03.002165,2026-04-28 05:22:03.000357,38,101,4,Occasional,True,False,False,False,False,False,False,False,101,4,315.41999999999996
394.0,CUST_00412,2025-11-16 05:22:02.993589,110.22,1.0,groceries,Wallet,True,transactions,,,,,,,,,455.99,Q3,0,2025,11,4,Sunday,1,1,2025-11-16 05:22:02.993589,2026-03-18 05:22:02.997294,0,142,3,Occasional,False,False,False,False,True,False,False,False,142,3,455.99
395.0,CUST_00397,2026-03-01 05:22:02.993595,49.18,3.0,clothing,Credit Card,False,transactions,,,,,,,,,500.53000000000003,Q1,0,2026,3,1,Sunday,1,0,2026-01-25 05:22:03.000063,2026-05-31 05:22:02.993410,34,68,8,Regular,False,False,True,False,False,False,False,False,68,8,500.53000000000003
396.0,CUST_00150,2025-10-23 05:22:02.993604,48.44,3.0,sports,Wallet,True,transactions,,,,,,,,,582.1800000000001,Q1,0,2025,10,4,Thursday,0,0,2025-09-07 05:22:03.001015,2026-07-18 05:22:02.999674,45,20,5,Occasional,False,False,False,False,False,False,True,False,20,5,582.1800000000001
397.0,CUST_00398,2026-04-29 05:22:02.993612,172.15,5.0,sports,Wallet,False,transactions,,,,,,,,,415.83000000000004,Q4,1,2026,4,2,Wednesday,0,0,2026-03-16 05:22:02.992903,2026-05-10 05:22:02.995112,44,89,3,Occasional,False,False,False,False,False,False,True,False,89,3,415.83000000000004
398.0,CUST_00278,2026-02-11 05:22:02.993619,89.97,1.0,,Wallet,True,transactions,,,,,,,,,229.09,Q2,0,2026,2,1,Wednesday,0,0,2026-02-11 05:22:02.993619,2026-07-22 05:22:02.994572,0,16,2,Occasional,False,False,False,False,False,False,False,False,16,2,229.09
399.0,CUST_00373,2026-03-03 05:22:02.993625,43.64,1.0,sports,Debit Card,False,transactions,,,,,,,,,299.28999999999996,Q1,0,2026,3,1,Tuesday,0,0,2026-01-19 05:22:02.999176,2026-04-01 05:22:02.996399,42,128,4,Occasional,False,False,False,False,False,False,True,False,128,4,299.28999999999996
400.0,CUST_00493,2026-07-08 05:22:02.993630,89.07,2.0,books,Debit Card,True,transactions,,,,,,,,,273.15,Q2,0,2026,7,3,Wednesday,0,0,2025-12-19 05:22:02.998627,2026-07-08 05:22:02.993630,200,30,2,Occasional,False,True,False,False,False,False,False,False,30,2,273.15
402.0,CUST_00259,2026-05-31 05:22:02.993641,123.6,4.0,clothing,Credit Card,False,transactions,,,,,,,,,253.84,Q3,0,2026,5,2,Sunday,1,0,2025-12-16 05:22:02.992484,2026-05-31 05:22:02.993641,166,68,2,Occasional,False,False,True,False,False,False,False,False,68,2,253.84
403.0,CUST_00494,2026-06-02 05:22:02.993649,109.08,2.0,books,PayPal,True,transactions,,,,,,,,,558.7,Q3,0,2026,6,2,Tuesday,0,0,2025-08-19 05:22:02.997706,2026-06-02 05:22:02.993649,286,66,7,Regular,False,True,False,False,False,False,False,False,66,7,558.7
404.0,CUST_00202,2025-08-14 05:22:02.993654,47.38,3.0,beauty,Debit Card,False,transactions,,,,,,,,,478.13,Q1,0,2025,8,3,Thursday,0,0,2025-08-14 05:22:02.993654,2026-05-19 05:22:02.995687,0,80,4,Occasional,True,False,False,False,False,False,False,False,80,4,478.13
405.0,CUST_00104,2026-05-30 05:22:02.993662,17.14,5.0,clothing,Debit Card,False,transactions,,,,,,,,,330.49,Q1,0,2026,5,2,Saturday,1,0,2025-11-13 05:22:02.994902,2026-07-16 05:22:02.992287,197,22,6,Regular,False,False,True,False,False,False,False,False,22,6,330.49
406.0,CUST_00161,2026-01-11 05:22:02.993667,173.37,1.0,beauty,Debit Card,False,transactions,,,,,,,,,787.8,Q4,1,2026,1,1,Sunday,1,0,2025-09-23 05:22:03.003130,2026-05-11 05:22:02.992605,109,88,6,Regular,True,False,False,False,False,False,False,False,88,6,787.8
407.0,CUST_00238,2026-03-25 05:22:02.993672,107.68,1.0,clothing,PayPal,True,transactions,,,,,,,,,457.98,Q3,0,2026,3,1,Wednesday,0,0,2025-10-28 05:22:02.998076,2026-05-29 05:22:02.996683,147,70,4,Occasional,False,False,True,False,False,False,False,False,70,4,457.98
408.0,CUST_00357,2025-10-03 05:22:02.993678,130.99,1.0,sports,PayPal,False,transactions,,,,,,,,,770.7,Q3,0,2025,10,4,Friday,0,0,2025-09-11 05:22:02.999315,2026-07-08 05:22:02.994366,21,30,8,Regular,False,False,False,False,False,False,True,False,30,8,770.7
409.0,CUST_00365,2026-04-02 05:22:02.993683,151.38,3.0,groceries,PayPal,False,transactions,,,,,,,,,446.71000000000004,Q4,1,2026,4,2,Thursday,0,0,2025-09-08 05:22:02.994276,2026-04-02 05:22:02.993683,205,127,3,Occasional,False,False,False,False,True,False,False,False,127,3,446.71000000000004
410.0,CUST_00090,2026-07-23 05:22:02.993689,72.18,4.0,toys,Debit Card,False,transactions,,,,,,,,,544.84,Q2,0,2026,7,3,Thursday,0,0,2025-09-06 05:22:03.000824,2026-07-23 05:22:02.993689,319,15,6,Regular,False,False,False,False,False,False,False,True,15,6,544.84
411.0,CUST_00053,2026-05-28 05:22:02.993694,36.14,1.0,electronics,Debit Card,False,transactions,,,,,,,,,193.79000000000002,Q1,0,2026,5,2,Thursday,0,0,2025-10-13 05:22:03.000301,2026-05-28 05:22:02.993694,226,71,2,Occasional,False,False,False,True,False,False,False,False,71,2,193.79000000000002
412.0,CUST_00422,2026-01-14 05:22:02.993704,138.85,3.0,clothing,PayPal,True,transactions,,,,,,,,,1100.56,Q3,0,2026,1,1,Wednesday,0,0,2025-09-09 05:22:02.994639,2026-05-25 05:22:02.994987,126,74,10,Regular,False,False,True,False,False,False,False,False,74,10,1100.56
413.0,CUST_00039,2026-07-27 05:22:02.993711,34.62,1.0,sports,Wallet,True,transactions,,,,,,,,,98.27,Q1,0,2026,7,3,Monday,0,0,2026-02-14 05:22:02.993026,2026-07-27 05:22:02.993711,163,11,2,Occasional,False,False,False,False,False,False,True,False,11,2,98.27
414.0,CUST_00048,2026-02-19 05:22:02.993716,109.38,1.0,electronics,Credit Card,False,transactions,,,,,,,,,709.69,Q3,0,2026,2,1,Thursday,0,0,2025-08-15 05:22:02.996085,2026-03-07 05:22:02.995900,187,153,6,Regular,False,False,False,True,False,False,False,False,153,6,709.69
415.0,CUST_00294,2025-12-29 05:22:02.993721,50.48,4.0,,Wallet,False,transactions,,,,,,,,,553.54,Q1,0,2025,12,4,Monday,0,1,2025-08-26 05:22:02.992625,2026-08-05 05:22:02.997909,125,2,6,Regular,False,False,False,False,False,False,False,False,2,6,553.54
416.0,CUST_00110,2026-05-04 05:22:02.993727,166.89,3.0,books,Debit Card,False,transactions,,,,,,,,,617.52,Q4,1,2026,5,2,Monday,0,0,2025-12-12 05:22:03.000340,2026-08-06 05:22:02.999426,142,1,4,Occasional,False,True,False,False,False,False,False,False,1,4,617.52
417.0,CUST_00318,2025-09-26 05:22:02.993732,115.93,2.0,books,Wallet,False,transactions,,,,,,,,,312.58,Q3,0,2025,9,3,Friday,0,0,2025-09-26 05:22:02.993732,2026-07-03 05:22:02.994751,0,35,3,Occasional,False,True,False,False,False,False,False,False,35,3,312.58
418.0,CUST_00144,2026-01-23 05:22:02.993737,56.59,2.0,groceries,Debit Card,False,transactions,,,,,,,,,208.0,Q1,0,2026,1,1,Friday,0,0,2025-09-22 05:22:02.992538,2026-05-08 05:22:03.001708,123,91,3,Occasional,False,False,False,False,True,False,False,False,91,3,208.0
419.0,CUST_00411,2025-11-02 05:22:02.993742,37.52,1.0,groceries,PayPal,False,transactions,,,,,,,,,672.35,Q1,0,2025,11,4,Sunday,1,1,2025-09-01 05:22:02.992733,2026-04-22 05:22:03.002817,62,106,8,Regular,False,False,False,False,True,False,False,False,106,8,672.35
420.0,CUST_00401,2025-12-02 05:22:02.993748,90.79,3.0,beauty,Debit Card,False,transactions,,,,,,,,,866.36,Q2,0,2025,12,4,Tuesday,0,1,2025-12-02 05:22:02.993748,2026-07-09 05:22:03.001072,0,29,8,Regular,True,False,False,False,False,False,False,False,29,8,866.36
421.0,CUST_00306,2026-04-17 05:22:02.993753,156.7,1.0,books,Wallet,False,transactions,,,,,,,,,564.5799999999999,Q4,1,2026,4,2,Friday,0,0,2025-10-05 05:22:02.993065,2026-08-02 05:22:02.999929,194,5,5,Occasional,False,True,False,False,False,False,False,False,5,5,564.5799999999999
