Customer_ID,Age,Gender,Region,Income,Total_Purchases,Avg_Order_Value,Total_Spend,Signup_Date,Churn,Membership_Tier,Preferred_Category,Newsletter_Subscribed,Support_Tickets,Satisfaction_Score,Country,Currency,Timezone
CUST100400,30.0,Female,West,43893.29,11,1132.46,8966.47,2024-03-18,No,Platinum,Home & Living,False,0,7.7,India,INR,Asia/Kolkata
CUST100401,32.0,Female,East,15000.0,8,2324.69,16738.71,2023-01-28,No,Platinum,Groceries,False,2,7.5,India,INR,Asia/Kolkata
CUST100402,29.0,Male,South,46287.62,6,3098.74,13321.61,2022-01-23,No,Silver,Sports,True,2,10.0,India,INR,Asia/Kolkata
CUST100403,23.0,Female,South,76156.63,12,1643.28,20739.33,2023-08-26,Yes,Gold,Groceries,False,3,10.0,India,INR,Asia/Kolkata
CUST100404,31.0,Male,Central,41803.3,14,1609.06,24439.16,2022-09-21,No,Silver,Fashion,True,3,7.7,India,INR,Asia/Kolkata
CUST100405,18.0,Male,North,63062.13,13,2344.69,30602.64,2023-10-14,No,Bronze,Beauty,True,0,4.0,India,INR,Asia/Kolkata
CUST100406,50.0,Female,Central,74347.97,5,2444.45,9291.95,2023-08-09,Yes,Silver,Sports,False,2,5.2,India,INR,Asia/Kolkata
CUST100407,32.0,Male,Central,59288.19,12,2043.46,24833.28,2024-01-29,Yes,Gold,Electronics,False,2,8.1,India,INR,Asia/Kolkata
CUST100408,23.0,Female,South,43609.88,8,1677.46,10357.14,2023-04-20,Yes,Silver,Electronics,True,2,6.3,India,INR,Asia/Kolkata
CUST100409,40.0,Female,South,48750.21,6,2011.77,12486.43,2024-03-25,No,Gold,Groceries,True,0,8.3,India,INR,Asia/Kolkata
CUST100410,19.0,Male,East,51520.99,7,1854.53,13756.79,2022-07-15,No,Bronze,Fashion,True,2,8.7,India,INR,Asia/Kolkata
CUST100411,42.0,Male,West,27762.48,9,1890.23,17132.44,2022-12-10,No,Gold,Groceries,True,2,5.9,India,INR,Asia/Kolkata
CUST100412,34.0,Female,Central,81921.99,13,1784.34,23126.71,2023-10-27,No,Bronze,Fashion,False,0,10.0,India,INR,Asia/Kolkata
CUST100413,38.0,Male,Central,45290.12,12,1660.31,17123.62,2023-06-25,Yes,Gold,Beauty,False,1,5.1,India,INR,Asia/Kolkata
CUST100414,44.0,Female,South,48611.28,14,967.36,10610.83,2022-11-20,No,Bronze,Groceries,True,1,7.7,India,INR,Asia/Kolkata
CUST100415,28.0,Female,North,43933.75,10,854.82,6225.94,2023-01-09,Yes,Silver,Beauty,False,0,8.7,India,INR,Asia/Kolkata
CUST100416,48.0,Male,East,55836.94,13,1835.95,22801.21,2023-08-01,No,Gold,Groceries,False,1,5.8,India,INR,Asia/Kolkata
CUST100417,39.0,Female,East,65194.19,14,2361.94,33644.54,2024-02-22,Yes,Gold,Home & Living,True,0,4.2,India,INR,Asia/Kolkata
CUST100418,46.0,Female,West,82133.11,13,1294.27,14118.02,2023-02-17,Yes,Gold,Electronics,True,0,7.4,India,INR,Asia/Kolkata
CUST100419,18.0,Male,North,56129.53,11,2055.35,20021.57,2023-03-31,No,Silver,Sports,False,1,6.1,India,INR,Asia/Kolkata
CUST100420,32.0,Female,West,84512.56,14,2523.25,24879.44,2023-03-05,No,Silver,Electronics,True,0,9.1,India,INR,Asia/Kolkata
CUST100421,32.0,Male,Central,49681.06,9,806.77,6228.65,2022-01-01,No,Bronze,Fashion,False,2,6.3,India,INR,Asia/Kolkata
CUST100422,53.0,Male,Central,75039.72,11,2202.57,26615.78,2024-02-12,No,Bronze,Home & Living,False,2,7.0,India,INR,Asia/Kolkata
CUST100423,25.0,Male,Central,68503.65,10,1106.15,12066.06,2022-07-05,No,Gold,Fashion,True,1,8.1,India,INR,Asia/Kolkata
CUST100424,42.0,Female,Central,61975.71,8,1231.78,8841.57,2023-09-28,No,Silver,Sports,False,0,7.4,India,INR,Asia/Kolkata
CUST100425,36.0,Male,Central,69549.16,8,1366.28,9417.32,2022-08-07,Yes,Silver,Electronics,True,1,3.0,India,INR,Asia/Kolkata
CUST100426,21.0,Female,North,34806.56,12,2175.84,24517.1,2024-01-13,No,Bronze,Beauty,True,0,10.0,India,INR,Asia/Kolkata
CUST100427,31.0,Male,Central,79884.96,9,2764.17,24067.57,2024-02-19,Yes,Silver,Groceries,True,2,7.2,India,INR,Asia/Kolkata
CUST100428,44.0,Male,South,74580.06,12,2178.08,27734.0,2023-11-30,Yes,Gold,Groceries,False,0,8.7,India,INR,Asia/Kolkata
CUST100429,35.0,Female,South,60318.65,10,2091.49,18011.75,2022-06-26,Yes,Silver,Groceries,False,2,8.5,India,INR,Asia/Kolkata
CUST100430,36.0,Male,East,51296.3,9,1277.94,8586.52,2022-05-26,No,Silver,Groceries,False,2,10.0,India,INR,Asia/Kolkata
CUST100431,37.0,Female,Central,73057.16,14,753.26,9821.75,2023-05-21,No,Gold,Home & Living,True,3,6.3,India,INR,Asia/Kolkata
CUST100432,39.0,Male,East,38954.63,15,1954.28,25631.54,2024-04-27,No,Gold,Fashion,False,3,6.9,India,INR,Asia/Kolkata
CUST100433,41.0,Other,South,72355.57,10,2388.61,22472.07,2022-07-28,Yes,Bronze,Electronics,False,3,6.7,India,INR,Asia/Kolkata
CUST100434,37.0,Other,South,74644.8,11,2988.28,28850.49,2022-01-11,Yes,Bronze,Groceries,True,1,6.0,India,INR,Asia/Kolkata
CUST100435,20.0,Male,Central,97881.31,8,3297.82,25637.66,2022-08-24,No,Silver,Fashion,False,5,5.0,India,INR,Asia/Kolkata
CUST100436,35.0,Female,Central,55778.9,7,1286.24,8161.93,2022-07-20,No,Bronze,Beauty,True,0,8.3,India,INR,Asia/Kolkata
CUST100437,39.0,Female,North,82982.82,10,2669.6,20276.35,2022-06-02,No,Silver,Home & Living,False,1,7.4,India,INR,Asia/Kolkata
CUST100438,57.0,Male,South,75144.55,9,2260.07,17338.43,2023-09-13,Yes,Silver,Groceries,True,2,6.5,India,INR,Asia/Kolkata
CUST100439,26.0,Male,South,25864.18,12,1868.87,16795.06,2023-07-02,No,Gold,Home & Living,False,0,6.8,India,INR,Asia/Kolkata
CUST100440,56.0,Male,North,40534.62,8,2106.13,15991.88,2024-02-16,No,Silver,Beauty,False,1,7.5,India,INR,Asia/Kolkata
CUST100441,31.0,Male,East,46627.66,11,3333.38,27955.3,2022-11-14,Yes,Gold,Electronics,False,2,5.7,India,INR,Asia/Kolkata
CUST100442,57.0,Female,South,84894.01,9,703.76,5348.98,2023-08-17,Yes,Gold,Electronics,False,1,5.8,India,INR,Asia/Kolkata
CUST100443,18.0,Female,East,78389.49,19,676.31,13691.47,2024-02-14,No,Silver,Fashion,False,5,5.0,India,INR,Asia/Kolkata
CUST100444,34.0,Male,Central,52665.14,13,1405.42,14587.2,2024-03-11,Yes,Silver,Fashion,True,2,10.0,India,INR,Asia/Kolkata
CUST100445,18.0,Male,Central,60121.21,10,1297.86,12814.87,2022-03-24,Yes,Bronze,Groceries,True,2,5.8,India,INR,Asia/Kolkata
CUST100446,20.0,Female,North,56939.82,13,2099.34,20148.45,2022-05-26,Yes,Silver,Sports,True,1,8.9,India,INR,Asia/Kolkata
CUST100447,32.0,Female,North,15000.0,11,1804.19,14046.11,2022-07-08,No,Bronze,Groceries,True,0,7.0,India,INR,Asia/Kolkata
CUST100448,43.0,Male,South,79500.98,13,377.51,5111.42,2022-11-06,Yes,Bronze,Fashion,False,0,9.9,India,INR,Asia/Kolkata
CUST100449,28.0,Female,West,80721.48,9,401.67,3475.22,2024-04-20,Yes,Silver,Fashion,True,1,5.6,India,INR,Asia/Kolkata
CUST100450,40.0,Male,South,18713.35,7,1510.71,8328.32,2023-04-10,Yes,Platinum,Electronics,False,2,7.0,India,INR,Asia/Kolkata
CUST100451,28.0,Female,South,38449.38,9,1826.63,16720.79,2022-09-12,Yes,Platinum,Beauty,True,1,6.1,India,INR,Asia/Kolkata
CUST100452,57.0,Female,South,62468.24,11,2850.83,26648.59,2024-01-21,Yes,Platinum,Beauty,True,1,7.3,India,INR,Asia/Kolkata
CUST100453,30.0,Female,North,54368.19,11,1246.44,14138.72,2024-03-06,No,Bronze,Groceries,True,2,7.8,India,INR,Asia/Kolkata
CUST100454,61.0,Male,Central,84089.74,15,1811.43,23086.84,2024-06-03,No,Platinum,Sports,True,2,5.2,India,INR,Asia/Kolkata
CUST100455,59.0,Female,West,85635.41,10,909.2,6435.8,2024-02-14,Yes,Gold,Electronics,False,2,5.3,India,INR,Asia/Kolkata
CUST100456,26.0,Male,South,44747.77,12,3244.94,41522.85,2023-07-08,Yes,Silver,Beauty,False,2,8.5,India,INR,Asia/Kolkata
CUST100457,44.0,Male,West,72289.05,9,1033.86,6518.3,2022-01-13,Yes,Silver,Sports,False,4,5.0,India,INR,Asia/Kolkata
CUST100458,32.0,Male,East,44897.23,12,1474.22,15322.71,2022-10-05,No,Bronze,Sports,True,0,9.7,India,INR,Asia/Kolkata
CUST100459,55.0,Female,East,57798.64,8,1629.8,14247.78,2023-09-08,Yes,Bronze,Groceries,True,1,6.4,India,INR,Asia/Kolkata
CUST100460,41.0,Male,South,63452.44,13,1698.3,21575.16,2022-09-30,No,Silver,Groceries,False,2,6.2,India,INR,Asia/Kolkata
CUST100461,59.0,Female,East,74400.95,8,1811.43,16449.03,2024-01-20,Yes,Bronze,Home & Living,True,0,7.2,India,INR,Asia/Kolkata
CUST100462,35.0,Male,Central,46115.97,10,1416.34,10313.1,2023-09-26,No,Gold,Beauty,True,3,5.8,India,INR,Asia/Kolkata
CUST100463,34.0,Other,West,91384.41,18,2329.58,34646.42,2023-07-22,No,Platinum,Groceries,True,1,6.7,India,INR,Asia/Kolkata
CUST100464,28.0,Female,Central,58970.9,14,1939.75,24933.0,2022-02-14,No,Silver,Groceries,True,0,7.7,India,INR,Asia/Kolkata
CUST100465,39.0,Female,North,58575.89,8,1268.08,7835.73,2024-02-08,No,Platinum,Sports,True,2,9.3,India,INR,Asia/Kolkata
CUST100466,42.0,Female,East,58575.89,17,1442.67,20871.08,2023-01-16,Yes,Silver,Sports,True,2,5.5,India,INR,Asia/Kolkata
CUST100467,38.0,Male,South,46944.06,5,1569.96,5776.95,2024-03-20,Yes,Bronze,Groceries,True,3,7.5,India,INR,Asia/Kolkata
CUST100468,41.0,Male,North,64806.97,13,1870.8,26608.11,2024-06-06,No,Bronze,Sports,True,1,5.0,India,INR,Asia/Kolkata
CUST100469,46.0,Female,South,16637.14,8,2379.14,19062.89,2023-02-02,Yes,Bronze,Sports,False,0,7.3,India,INR,Asia/Kolkata
CUST100470,36.0,Female,North,26840.28,13,2302.11,27996.03,2023-10-21,Yes,Bronze,Home & Living,False,2,8.0,India,INR,Asia/Kolkata
CUST100471,30.0,Female,South,49293.71,8,185.76,1507.93,2023-04-03,Yes,Bronze,Home & Living,False,3,7.2,India,INR,Asia/Kolkata
CUST100472,25.0,Male,West,45943.47,7,2772.49,15399.72,2022-10-05,No,Platinum,Beauty,False,2,10.0,India,INR,Asia/Kolkata
CUST100473,31.0,Female,West,49726.51,9,1270.85,8856.82,2022-12-16,No,Bronze,Electronics,True,2,7.0,India,INR,Asia/Kolkata
CUST100474,33.0,Male,West,45082.05,7,1244.21,9015.45,2022-07-26,Yes,Platinum,Beauty,False,2,4.5,India,INR,Asia/Kolkata
CUST100475,50.0,Male,North,72351.6,8,1964.76,16180.25,2022-04-29,No,Platinum,Home & Living,True,1,7.8,India,INR,Asia/Kolkata
CUST100476,48.0,Male,North,83097.55,11,610.65,5836.17,2023-09-24,Yes,Gold,Fashion,False,3,6.4,India,INR,Asia/Kolkata
CUST100477,29.0,Male,North,46476.32,11,1811.43,25117.66,2023-09-20,No,Silver,Sports,False,3,10.0,India,INR,Asia/Kolkata
CUST100478,45.0,Female,North,79044.25,11,1961.01,15982.2,2022-11-01,Yes,Platinum,Sports,True,1,6.2,India,INR,Asia/Kolkata
CUST100479,27.0,Female,North,61851.07,8,899.28,6182.94,2023-02-19,No,Gold,Home & Living,True,1,5.2,India,INR,Asia/Kolkata
CUST100480,47.0,Female,Central,39290.31,8,2448.07,16887.42,2023-08-09,Yes,Bronze,Fashion,True,0,9.7,India,INR,Asia/Kolkata
CUST100481,38.0,Male,Central,27996.9,7,617.17,3799.72,2024-05-03,Yes,Platinum,Fashion,False,2,5.9,India,INR,Asia/Kolkata
CUST100482,38.0,Male,North,62534.77,16,1730.75,26442.96,2023-06-30,No,Bronze,Fashion,True,2,8.1,India,INR,Asia/Kolkata
CUST100483,35.0,Male,South,76790.74,11,2166.4,19392.24,2023-06-05,Yes,Bronze,Home & Living,True,1,8.2,India,INR,Asia/Kolkata
CUST100484,40.0,Female,Central,42317.71,6,1552.23,7831.2,2022-12-07,Yes,Platinum,Electronics,True,1,7.0,India,INR,Asia/Kolkata
CUST100485,36.0,Male,East,20037.4,11,2490.04,26762.12,2023-08-05,Yes,Gold,Fashion,True,2,6.2,India,INR,Asia/Kolkata
CUST100486,25.0,Female,South,71840.29,9,1870.71,12329.91,2023-06-25,Yes,Bronze,Home & Living,False,2,5.5,India,INR,Asia/Kolkata
CUST100487,39.0,Male,East,79374.9,11,460.09,3905.02,2024-03-09,Yes,Gold,Sports,False,1,7.5,India,INR,Asia/Kolkata
CUST100488,38.0,Female,South,54210.55,10,1811.43,11457.96,2022-01-18,Yes,Bronze,Sports,False,1,10.0,India,INR,Asia/Kolkata
CUST100489,47.0,Female,East,80607.99,10,2823.42,27346.66,2022-10-15,Yes,Bronze,Groceries,False,1,8.2,India,INR,Asia/Kolkata
CUST100490,45.0,Male,West,96957.93,7,1859.68,10587.89,2023-07-28,No,Platinum,Sports,True,2,7.2,India,INR,Asia/Kolkata
CUST100491,52.0,Male,East,47260.71,17,2181.16,38814.77,2023-12-04,No,Silver,Electronics,True,0,5.2,India,INR,Asia/Kolkata
CUST100492,44.0,Female,Central,53207.45,9,1668.48,15781.82,2023-12-22,Yes,Silver,Sports,True,0,8.2,India,INR,Asia/Kolkata
CUST100493,24.0,Female,North,47337.0,11,1811.43,14105.86,2022-12-13,Yes,Silver,Beauty,False,2,8.5,India,INR,Asia/Kolkata
CUST100494,47.0,Female,East,80579.43,10,1846.25,19181.13,2023-05-20,No,Bronze,Electronics,False,1,8.0,India,INR,Asia/Kolkata
CUST100495,23.0,Female,Central,38556.02,13,2555.3,31174.76,2023-02-20,Yes,Platinum,Sports,False,2,6.4,India,INR,Asia/Kolkata
CUST100496,29.0,Male,North,49996.11,11,1513.41,16686.95,2024-01-22,Yes,Silver,Beauty,True,2,6.2,India,INR,Asia/Kolkata
CUST100497,38.0,Male,East,81282.55,13,1969.19,21631.1,2023-05-29,No,Gold,Sports,False,0,5.9,India,INR,Asia/Kolkata
CUST100498,28.0,Female,East,73631.69,8,2020.15,13707.81,2022-11-14,No,Bronze,Beauty,True,1,6.9,India,INR,Asia/Kolkata
CUST100499,33.0,Male,South,76001.86,8,905.1,6700.57,2023-06-01,Yes,Bronze,Beauty,False,2,4.9,India,INR,Asia/Kolkata
CUST100500,50.0,Female,Central,45502.16,7,1740.24,9064.41,2023-11-11,Yes,Gold,Home & Living,False,1,5.8,India,INR,Asia/Kolkata
CUST100501,30.0,Female,East,64043.31,11,2109.46,18145.03,2023-06-21,Yes,Platinum,Groceries,False,3,10.0,India,INR,Asia/Kolkata
CUST100502,27.0,Male,East,44793.55,13,2991.21,41167.56,2023-04-14,No,Bronze,Sports,True,1,6.8,India,INR,Asia/Kolkata
CUST100503,22.0,Male,Central,70294.21,8,3703.2,30245.95,2024-03-01,Yes,Gold,Beauty,True,0,8.0,India,INR,Asia/Kolkata
CUST100504,72.0,Female,North,77812.12,12,1362.52,12030.26,2023-05-11,Yes,Platinum,Fashion,True,4,9.4,India,INR,Asia/Kolkata
CUST100505,32.0,Female,Central,69512.09,10,2477.24,23176.03,2023-12-17,No,Bronze,Beauty,True,0,8.2,India,INR,Asia/Kolkata
CUST100506,38.0,Male,North,55548.59,14,2465.24,25482.57,2022-06-26,No,Silver,Beauty,False,1,6.2,India,INR,Asia/Kolkata
CUST100507,38.0,Male,South,61245.05,10,2904.63,29882.95,2022-07-17,No,Gold,Electronics,False,1,6.9,India,INR,Asia/Kolkata
CUST100508,51.0,Male,East,69322.77,10,2085.67,15758.55,2023-05-14,No,Gold,Sports,True,0,6.1,India,INR,Asia/Kolkata
CUST100509,31.0,Male,East,52761.7,12,3713.54,48129.09,2022-09-10,No,Gold,Fashion,False,1,6.8,India,INR,Asia/Kolkata
CUST100510,27.0,Female,North,61134.92,12,2060.73,24264.85,2023-05-05,No,Silver,Electronics,False,0,6.1,India,INR,Asia/Kolkata
CUST100511,33.0,Male,South,39806.14,9,1664.43,11573.38,2023-10-12,Yes,Bronze,Sports,True,2,8.5,India,INR,Asia/Kolkata
CUST100512,28.0,Female,South,34499.75,7,377.38,2298.02,2024-04-26,Yes,Bronze,Sports,True,1,8.4,India,INR,Asia/Kolkata
CUST100513,21.0,Female,Central,22921.65,9,1380.39,10750.67,2023-09-08,No,Platinum,Groceries,True,4,7.4,India,INR,Asia/Kolkata
CUST100514,18.0,Male,Central,50053.04,14,1259.54,18032.35,2023-02-14,No,Platinum,Electronics,True,6,10.0,India,INR,Asia/Kolkata
CUST100515,38.0,Female,East,73725.85,9,1968.22,14418.6,2023-02-17,No,Bronze,Beauty,True,1,8.4,India,INR,Asia/Kolkata
CUST100516,33.0,Male,Central,64909.65,14,1712.96,16832.37,2023-07-05,Yes,Gold,Electronics,False,3,5.4,India,INR,Asia/Kolkata
CUST100517,54.0,Female,Central,58575.89,6,2724.9,11548.4,2022-12-13,No,Bronze,Sports,True,1,5.3,India,INR,Asia/Kolkata
CUST100518,32.0,Male,South,64089.31,10,2496.92,20700.34,2023-03-26,No,Silver,Electronics,True,2,7.0,India,INR,Asia/Kolkata
CUST100519,33.0,Female,North,57948.49,9,2330.93,18403.11,2022-05-24,No,Bronze,Home & Living,False,1,6.0,India,INR,Asia/Kolkata
CUST100520,52.0,Male,East,60081.16,13,1003.72,12458.92,2023-06-25,No,Silver,Sports,False,0,7.9,India,INR,Asia/Kolkata
CUST100521,18.0,Female,South,56781.41,13,1534.82,15859.62,2023-02-03,No,Platinum,Home & Living,True,2,3.2,India,INR,Asia/Kolkata
CUST100522,47.0,Female,North,71735.72,13,2998.94,34073.47,2022-10-18,Yes,Silver,Fashion,True,1,6.4,India,INR,Asia/Kolkata
CUST100523,28.0,Female,Central,80136.83,13,2409.67,27014.71,2022-10-12,No,Gold,Sports,False,2,7.1,India,INR,Asia/Kolkata
CUST100524,24.0,Male,Central,76795.07,10,1954.36,16872.21,2024-06-15,No,Bronze,Sports,False,1,9.0,India,INR,Asia/Kolkata
CUST100525,42.0,Male,East,94115.84,14,741.72,9274.46,2022-08-29,No,Gold,Fashion,False,2,6.9,India,INR,Asia/Kolkata
CUST100526,39.0,Other,East,69580.59,8,2244.9,13503.76,2023-07-25,No,Bronze,Sports,False,1,7.3,India,INR,Asia/Kolkata
CUST100527,24.0,Male,West,44157.51,13,2281.95,28629.82,2022-09-10,No,Platinum,Groceries,False,0,9.6,India,INR,Asia/Kolkata
CUST100528,41.0,Female,Central,83533.72,12,1076.31,11859.84,2024-01-02,Yes,Bronze,Home & Living,True,1,7.1,India,INR,Asia/Kolkata
CUST100529,56.0,Female,East,42695.07,9,100.0,893.7,2023-06-21,Yes,Silver,Electronics,True,1,10.0,India,INR,Asia/Kolkata
CUST100530,48.0,Female,East,76817.99,6,2315.19,10295.13,2024-03-20,No,Platinum,Sports,True,1,6.6,India,INR,Asia/Kolkata
CUST100531,39.0,Male,South,40994.04,9,1132.97,9159.78,2023-04-24,Yes,Bronze,Home & Living,True,1,6.3,India,INR,Asia/Kolkata
CUST100532,31.0,Female,South,46564.67,8,2542.6,15518.01,2022-12-16,Yes,Silver,Electronics,True,2,5.9,India,INR,Asia/Kolkata
CUST100533,37.0,Female,East,80380.14,10,1885.19,16150.31,2022-02-13,Yes,Bronze,Electronics,False,5,9.1,India,INR,Asia/Kolkata
CUST100534,43.0,Male,South,49450.01,12,2510.05,23676.03,2023-07-03,No,Bronze,Sports,True,3,8.1,India,INR,Asia/Kolkata
CUST100535,35.0,Female,North,77034.94,5,2090.05,9948.89,2023-06-18,Yes,Platinum,Electronics,False,2,10.0,India,INR,Asia/Kolkata
CUST100536,43.0,Female,South,71695.73,9,794.26,5575.92,2023-06-28,Yes,Bronze,Beauty,False,3,7.6,India,INR,Asia/Kolkata
CUST100537,38.0,Female,West,59800.29,4,3198.81,11605.7,2022-09-17,Yes,Gold,Beauty,False,0,3.4,India,INR,Asia/Kolkata
CUST100538,20.0,Male,South,66817.46,16,1894.11,32122.2,2024-03-20,Yes,Platinum,Sports,True,2,7.8,India,INR,Asia/Kolkata
CUST100539,40.0,Female,Central,70375.97,9,1811.43,7536.84,2022-01-14,Yes,Silver,Groceries,True,2,9.8,India,INR,Asia/Kolkata
CUST100540,44.0,Female,West,58575.89,10,450.91,3726.47,2022-07-16,Yes,Platinum,Beauty,False,0,6.2,India,INR,Asia/Kolkata
CUST100541,35.0,Male,West,46823.46,9,2517.55,22098.88,2023-06-30,Yes,Platinum,Fashion,True,1,8.7,India,INR,Asia/Kolkata
CUST100542,30.0,Female,Central,71456.63,11,2706.14,24158.72,2023-10-27,No,Bronze,Beauty,False,0,8.8,India,INR,Asia/Kolkata
CUST100543,56.0,Male,North,58651.83,11,2835.55,31067.39,2024-04-21,Yes,Gold,Beauty,False,0,8.9,India,INR,Asia/Kolkata
CUST100544,37.0,Male,North,57721.06,7,1788.21,9402.94,2023-04-17,Yes,Silver,Beauty,True,0,7.1,India,INR,Asia/Kolkata
CUST100545,37.0,Male,Central,66622.6,12,1918.01,16852.37,2022-07-29,Yes,Gold,Sports,True,1,6.7,India,INR,Asia/Kolkata
CUST100546,31.0,Female,Central,55193.8,8,1040.14,7646.56,2023-05-03,Yes,Silver,Beauty,True,2,7.8,India,INR,Asia/Kolkata
CUST100547,34.0,Male,North,62387.37,16,245.05,3230.7,2023-09-08,No,Silver,Sports,False,2,8.4,India,INR,Asia/Kolkata
CUST100548,34.0,Female,West,63216.39,12,1258.16,14749.99,2022-05-05,No,Bronze,Sports,False,3,7.1,India,INR,Asia/Kolkata
CUST100549,37.0,Female,North,63731.77,7,1331.08,7882.1,2023-12-01,No,Gold,Beauty,True,0,6.5,India,INR,Asia/Kolkata
CUST100550,20.0,Male,North,56063.15,12,2374.18,29176.85,2024-06-07,Yes,Platinum,Groceries,True,3,6.8,India,INR,Asia/Kolkata
CUST100551,19.0,Other,North,77859.72,11,2147.23,21411.71,2023-04-29,Yes,Silver,Fashion,True,3,6.9,India,INR,Asia/Kolkata
CUST100552,30.0,Male,South,48170.76,16,1663.58,21972.54,2023-03-30,No,Silver,Home & Living,True,0,9.1,India,INR,Asia/Kolkata
CUST100553,34.0,Male,South,50264.02,8,1094.2,8718.08,2024-01-01,Yes,Bronze,Sports,False,0,6.6,India,INR,Asia/Kolkata
CUST100554,31.0,Female,Central,34766.24,11,2102.05,21946.55,2023-08-11,No,Bronze,Sports,False,0,6.5,India,INR,Asia/Kolkata
CUST100555,46.0,Male,South,20082.83,15,1965.35,23653.84,2024-03-01,No,Gold,Electronics,False,1,8.1,India,INR,Asia/Kolkata
CUST100556,37.0,Male,North,70556.23,13,2043.56,19809.49,2023-04-24,Yes,Gold,Sports,True,1,9.4,India,INR,Asia/Kolkata
CUST100557,46.0,Male,South,69903.33,9,4157.68,38974.0,2023-05-22,Yes,Bronze,Home & Living,True,1,7.9,India,INR,Asia/Kolkata
CUST100558,40.0,Male,North,85041.55,16,1873.59,26973.38,2022-09-04,No,Bronze,Groceries,True,1,8.8,India,INR,Asia/Kolkata
CUST100559,18.0,Male,North,27430.02,6,2115.83,9805.3,2022-09-26,Yes,Silver,Sports,True,2,7.7,India,INR,Asia/Kolkata
CUST100560,43.0,Female,South,46914.97,9,2329.93,18730.86,2024-02-17,Yes,Platinum,Groceries,True,0,10.0,India,INR,Asia/Kolkata
CUST100561,55.0,Male,East,54039.38,9,1766.15,13053.12,2024-03-30,No,Bronze,Home & Living,True,0,6.5,India,INR,Asia/Kolkata
CUST100562,38.0,Male,South,93763.19,14,1121.39,11619.66,2023-05-02,Yes,Bronze,Fashion,True,0,8.7,India,INR,Asia/Kolkata
CUST100563,37.0,Female,South,74999.83,10,2217.93,16157.34,2022-05-21,No,Bronze,Home & Living,False,2,9.7,India,INR,Asia/Kolkata
CUST100564,24.0,Female,North,51629.37,10,1953.41,15215.78,2023-07-28,Yes,Bronze,Home & Living,True,0,6.7,India,INR,Asia/Kolkata
CUST100565,41.0,Male,West,59438.97,12,1496.08,16807.37,2023-01-29,No,Silver,Fashion,False,3,5.0,India,INR,Asia/Kolkata
CUST100566,25.0,Male,South,60518.12,12,2218.26,20634.18,2022-08-30,Yes,Platinum,Sports,False,1,6.3,India,INR,Asia/Kolkata
CUST100567,18.0,Female,North,33041.87,12,2215.33,19360.49,2023-08-10,Yes,Bronze,Sports,False,2,8.7,India,INR,Asia/Kolkata
CUST100568,40.0,Male,East,65500.19,13,1903.4,18163.66,2022-10-09,No,Bronze,Groceries,True,1,8.8,India,INR,Asia/Kolkata
CUST100569,48.0,Female,North,42849.21,7,1757.05,10185.97,2022-12-22,Yes,Silver,Electronics,False,2,8.1,India,INR,Asia/Kolkata
CUST100570,34.0,Male,South,59364.15,6,2293.58,14354.92,2023-08-09,Yes,Gold,Home & Living,False,3,7.3,India,INR,Asia/Kolkata
CUST100571,36.0,Female,North,70355.6,9,643.05,4273.85,2022-11-13,No,Bronze,Groceries,True,0,8.8,India,INR,Asia/Kolkata
CUST100572,30.0,Female,West,61329.12,12,1427.31,13274.28,2023-06-26,No,Gold,Home & Living,False,0,7.6,India,INR,Asia/Kolkata
CUST100573,57.0,Female,South,52112.67,8,1089.05,8722.81,2022-02-22,No,Gold,Beauty,True,1,6.8,India,INR,Asia/Kolkata
CUST100574,42.0,Female,Central,54919.36,16,1495.2,18622.17,2023-11-15,No,Bronze,Groceries,False,2,8.4,India,INR,Asia/Kolkata
CUST100575,34.0,Female,South,71595.38,11,2448.15,24088.3,2023-08-13,Yes,Gold,Groceries,False,2,9.0,India,INR,Asia/Kolkata
CUST100576,34.0,Female,North,48467.78,7,1877.71,12811.84,2022-03-21,No,Bronze,Beauty,True,2,7.0,India,INR,Asia/Kolkata
CUST100577,39.0,Female,West,35050.45,2,1735.08,3092.78,2023-12-18,Yes,Platinum,Electronics,True,3,5.8,India,INR,Asia/Kolkata
CUST100578,51.0,Female,West,57629.26,15,2785.09,43296.03,2022-07-18,No,Bronze,Electronics,True,1,7.3,India,INR,Asia/Kolkata
CUST100579,31.0,Female,Central,47369.26,8,1816.03,11495.47,2023-01-17,No,Gold,Groceries,True,1,7.0,India,INR,Asia/Kolkata
CUST100580,27.0,Female,North,51626.84,5,2500.33,12519.03,2023-09-02,Yes,Gold,Fashion,False,2,7.7,India,INR,Asia/Kolkata
CUST100581,41.0,Female,West,59325.21,9,2472.5,21802.92,2023-01-12,No,Bronze,Sports,False,3,10.0,India,INR,Asia/Kolkata
CUST100582,36.0,Male,Central,51734.19,12,1255.18,15567.33,2022-12-18,Yes,Gold,Beauty,False,0,8.7,India,INR,Asia/Kolkata
CUST100583,20.0,Female,South,46810.38,8,553.86,4021.79,2024-05-15,No,Silver,Groceries,True,0,7.9,India,INR,Asia/Kolkata
CUST100584,36.0,Female,East,58575.89,11,1457.65,15694.09,2024-03-11,No,Bronze,Sports,True,0,3.0,India,INR,Asia/Kolkata
CUST100585,34.0,Male,East,67407.36,9,1811.43,2022.88,2024-03-26,No,Silver,Fashion,True,5,3.6,India,INR,Asia/Kolkata
